VOC,NOX,24NOX,M1M1O3
14,48,392.4042535,3.724206592
14,49,401.2053868,3.667417712
14,50,409.9866213,3.616143605
15,1,2.051093473,46.31667886
15,2,4.003919809,72.0611877
15,3,5.951904294,91.57570752
15,4,7.959457606,107.2712676
15,5,10.07176193,120.0873608
15,6,12.34194182,130.3465639
15,7,14.85108099,137.8747507
15,8,17.74416146,142.4891263
15,9,21.29602915,143.4554183
15,10,25.94066781,137.3053223
15,11,32.0941643,123.1222528
15,12,40.02825467,105.7184231
15,13,50.0267007,87.45970657
15,14,62.27557711,69.84475799
15,15,76.23912258,54.32577677
15,16,90.51018661,41.83282005
15,17,103.4256517,32.3648493
15,18,114.3338039,26.35061298
15,19,124.5815334,22.15235714
15,20,134.556184,18.99498306
15,21,144.3392755,16.55800153
15,22,153.9794715,14.63773615
15,23,163.5122536,13.08987753
15,24,172.956982,11.82705511
15,25,182.3323307,10.77893485
15,26,191.6535709,9.896870797
15,27,200.9230166,9.148411246
15,28,210.1538369,8.50547978
15,29,219.3487989,7.947963754
15,30,228.513232,7.461138418
15,31,237.6427028,7.034432362
15,32,246.7603456,6.654513711
15,33,255.8525279,6.32774789
15,34,264.9228667,6.04338318
15,35,273.9728134,5.787889018
15,36,283.0052532,5.557393858
15,37,292.0207037,5.348894105
15,38,301.0197035,5.15978422
15,39,310.0046584,4.98777296
15,40,318.9752945,4.831112219
15,41,327.935961,4.687702827
15,42,336.8759853,4.55729728
15,43,345.8020021,4.43808456
15,44,354.7106279,4.329182196
15,45,363.6079574,4.229390227
15,46,372.4893073,4.138227378
15,47,381.3612776,4.054623783
15,48,390.2095307,3.978464668
15,49,399.0440106,3.908851259
15,50,407.8613336,3.845419227
16,1,2.033207848,46.31680916
16,2,3.963607599,72.29877088
16,3,5.880724771,92.1742258
16,4,7.847395033,108.3366592
16,5,9.90406161,121.7327033
16,6,12.0943701,132.7505824
16,7,14.47933151,141.367521
16,8,17.15991263,147.1308402
16,9,20.3194808,150.3132275
16,10,24.27580775,148.5301795
16,11,29.43460944,138.59388
16,12,36.11677999,123.211758
16,13,44.56546411,105.6078489
16,14,55.08914309,87.4728631
16,15,67.83669526,70.07603704
16,16,82.18107791,54.78904517
16,17,96.66537135,42.46709355
16,18,109.6021363,33.1266145
16,19,120.5068341,27.17003854
16,20,130.7664472,22.96233363
16,21,140.7555243,19.77128677
16,22,150.5599497,17.28839877
16,23,160.2196915,15.31912388
16,24,169.7715783,13.72749636
16,25,179.2357234,12.42139192
16,26,188.6261343,11.33651003
16,27,197.9647727,10.41832226
16,28,207.254084,9.636702077
16,29,216.4986965,8.965317172
16,30,225.7071551,8.383073649
16,31,234.8845941,7.872881491
16,32,244.0336226,7.42407533
16,33,253.1543487,7.0263368
16,34,262.2620291,6.670171987
16,35,271.3457991,6.371283863
16,36,280.4089845,6.101884098
16,37,289.4519168,5.858481342
16,38,298.4794176,5.63783882
16,39,307.4894722,5.437231812
16,40,316.4871862,5.254482122
16,41,325.4684986,5.087723711
16,42,334.4341552,4.935388121
16,43,343.3873684,4.795827036
16,44,352.3309963,4.667505049
16,45,361.2550533,4.550317625
16,46,370.161809,4.442815573
16,47,379.0582505,4.344093292
16,48,387.9415715,4.253398158
16,49,396.8085935,4.170177189
16,50,405.6580876,4.093966485
17,1,2.016737094,46.30513153
17,2,3.926839848,72.48937541
17,3,5.816143937,92.67737714
17,4,7.746632982,109.2448352
17,5,9.755289995,123.1389467
17,6,11.8791737,134.7887049
17,7,14.16624189,144.2720456
17,8,16.69012122,151.3201643
17,9,19.57733669,155.6724144
17,10,23.04945953,156.8868401
17,11,27.44063328,151.6329797
17,12,33.09828241,139.214538
17,13,40.27538645,123.1411476
17,14,49.21985976,105.4513251
17,15,60.25802675,87.44243668
17,16,73.48970777,70.24590501
17,17,88.19431243,55.17905509
17,18,102.8655707,43.02656386
17,19,115.7988011,33.82466152
17,20,126.6932895,27.93688634
17,21,136.9615315,23.72772441
17,22,146.9649151,20.51025405
17,23,156.7859777,17.98643078
17,24,166.4650996,15.97508623
