VOC,NOX,24NOX,M1M1O3
17,25,176.034243,14.34281648
17,26,185.517844,12.99668793
17,27,194.9246756,11.8766873
17,28,204.2790062,10.92600573
17,29,213.5787329,10.11639219
17,30,222.8421897,9.41599624
17,31,232.0623855,8.809286193
17,32,241.2549108,8.2767648
17,33,250.4181734,7.806910976
17,34,259.5526085,7.390370114
17,35,268.6680618,7.018012045
17,36,277.7650467,6.693744744
17,37,286.8410757,6.410789004
17,38,295.893933,6.155349584
17,39,304.928857,5.92312163
17,40,313.9537928,5.711481244
17,41,322.961706,5.518400471
17,42,331.9520609,5.341962371
17,43,340.930321,5.180321167
17,44,349.893669,5.03202719
17,45,358.8436733,4.895849969
17,46,367.7827633,4.770283236
17,47,376.706465,4.655125626
17,48,385.6153989,4.549007653
17,49,394.5104006,4.451541909
17,50,403.3893881,4.36178923
18,1,2.001546396,46.28390317
18,2,3.893080898,72.64429126
18,3,5.757270011,93.10030082
18,4,7.655356417,110.0227751
18,5,9.622005228,124.349444
18,6,11.68945562,136.535335
18,7,13.89661469,146.727328
18,8,16.29969268,154.7866207
18,9,18.98940203,160.2507576
18,10,22.12032479,163.3120084
18,11,25.94327418,161.8852666
18,12,30.77873526,153.2466664
18,13,36.91221287,139.4739956
18,14,44.55755241,122.9684144
18,15,53.98629083,105.2536038
18,16,65.53005481,87.36765368
18,17,79.23237195,70.35630856
18,18,94.27657175,55.49963325
18,19,109.106168,43.51955218
18,20,122.0128667,34.46595652
18,21,132.8904888,28.65623997
18,22,143.166273,24.45140855
18,23,153.1820809,21.21273857
18,24,163.0168676,18.65820033
18,25,172.7115632,16.60887251
18,26,182.2994084,14.93800259
18,27,191.7977502,13.55728443
18,28,201.2214592,12.40257823
18,29,210.592969,11.42033605
18,30,219.9067952,10.5828567
18,31,229.1810517,9.858160957
18,32,238.4170586,9.227253498
18,33,247.6207449,8.673270411
18,34,256.7988702,8.182842373
18,35,265.9434582,7.749359376
18,36,275.0691564,7.360733024
18,37,284.1796966,7.011071096
18,38,293.2669076,6.715340176
18,39,302.330695,6.448299814
18,40,311.3780034,6.204562204
18,41,320.4103184,5.982408137
18,42,329.4280368,5.779472503
18,43,338.4303626,5.593472159
18,44,347.4173851,5.422859261
18,45,356.3912933,5.266136481
18,46,365.3567086,5.121450306
18,47,374.3027998,4.988659263
18,48,383.2385655,4.866017571
18,49,392.1590252,4.753017722
18,50,401.06507,4.649044331
19,1,1.987479427,46.25471395
19,2,3.861962163,72.76797946
19,3,5.70324493,93.45827565
19,4,7.572078106,110.6915705
19,5,9.501498508,125.3972823
19,6,11.52011639,138.0455103
19,7,13.66047939,148.8297196
19,8,15.96701468,157.7021433
19,9,18.50719216,164.3533559
19,10,21.3916184,168.4178204
19,11,24.80191397,169.713573
19,12,29.00054843,165.0466667
19,13,34.27618893,154.1639022
19,14,40.86025759,139.4982943
19,15,48.95537774,122.723039
19,16,58.86081486,105.0171163
19,17,70.90412822,87.24483444
19,18,85.06328266,70.40877981
19,19,100.4270489,55.7546665
19,20,115.3865884,43.94759892
19,21,128.2418931,35.05774494
19,22,139.0994713,29.32779838
19,23,149.3812695,25.13381477
19,24,159.40818,21.88032548
19,25,169.2554517,19.29930431
19,26,178.9664225,17.21736351
19,27,188.5669731,15.51418423
19,28,198.0808147,14.09967792
19,29,207.5219441,12.91310271
19,30,216.9070146,11.90232215
19,31,226.2365963,11.03731195
19,32,235.5218634,10.28947829
19,33,244.7676232,9.637432465
19,34,253.9873535,9.061877874
19,35,263.1774401,8.552711917
19,36,272.3350379,8.101352824
19,37,281.4705628,7.697648536
19,38,290.5857162,7.334114724
19,39,299.6861988,7.01537541
19,40,308.7602433,6.736669719
19,41,317.8203985,6.482042738
19,42,326.8641662,6.24981098
19,43,335.8909842,6.037150659
19,44,344.8977019,5.842185451
19,45,353.8998447,5.662443726
19,46,362.8864679,5.497530294
19,47,371.8547796,5.345571307
19,48,380.8162466,5.205033708
19,49,389.7599754,5.075502766
19,50,398.6887136,4.955843074
20,1,1.974416375,46.21936518
20,2,3.833139228,72.86412006
20,3,5.653482885,93.76175357
20,4,7.495781096,111.2690129
20,5,9.391883084,126.3082687
20,6,11.36756425,139.3602695
20,7,13.45085403,150.6488407
20,8,15.67795058,160.1903761
20,9,18.10075371,167.7883671
20,10,20.80081053,172.9814149
20,11,23.90962586,175.8261814
20,12,27.62852126,174.5298045
20,13,32.21477565,166.9324691
20,14,37.91859948,154.6502292
20,15,44.92980195,139.3658502
20,16,53.46286395,122.4223546
20,17,63.84121405,104.7396379
20,18,76.37896678,87.07245505
20,19,90.98069198,70.40550551
20,20,106.6424922,55.94860869
20,21,121.7002299,44.32049274
20,22,134.4824525,35.60603527
20,23,145.3186506,29.95891158
20,24,155.6036347,25.78083835
20,25,165.6404366,22.51708613
20,26,175.5010764,19.9120633
20,27,185.2237249,17.80374372
20,28,194.8394406,16.0697785
20,29,204.3705316,14.62304416
20,30,213.8230489,13.40883331
20,31,223.2191097,12.3741613
20,32,232.5662149,11.48111899
20,33,241.8638588,10.71045733
20,34,251.1285824,10.03468217
20,35,260.3530369,9.442328892
20,36,269.5524309,8.916400364
20,37,278.7228111,8.448033893
20,38,287.8712779,8.027980764
20,39,296.9967566,7.650365543
20,40,306.1028471,7.310562439
20,41,315.1897139,7.019939273
20,42,324.2568794,6.755212993
20,43,333.3123618,6.513026016
20,44,342.3479335,6.291238936
20,45,351.373087,6.087067505
20,46,360.371418,5.900467188
20,47,369.3694471,5.726939417
20,48,378.3506852,5.567450766
20,49,387.3170383,5.419726194
20,50,396.268718,5.283601913
